doi,all_authors,title,genre,published_date,year,journal_name,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa_normalized,oa_status_normalized,oa_host_type_normalized,oa_host_domain
10.1016/j.compfluid.2019.06.021,Nkonga B.|Bhole A.,A discontinuous Galerkin method for a two dimensional reduced resistive MHD model,journal-article,2019-08-01,2019.0,Computers & Fluids,0045-7930,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1136/jnnp-2020-323270,Sacconi S.,Inclusion body myositis in patients with spinocerebellar ataxia types 3 and 6,journal-article,2020-06-23,2020.0,"Journal of Neurology, Neurosurgery & Psychiatry",0022-3050,False,False,BMJ,Accès fermé,Closed,Accès fermé,
10.1021/acs.est.6b01896,Maloubier M.|Den Auwer C.|Michel H.,How Do Radionuclides Accumulate in Marine Organisms? A Case Study of Europium withAplysina cavernicola,journal-article,2016-09-15,2016.0,Environmental Science & Technology,0013-936X,False,False,American Chemical Society (ACS),Accès ouvert,Green,Archive ouverte,www.osti.gov
10.1007/s10644-020-09278-5,Redzepagic S.,Sustainability of current account balances in MENA countries: threshold cointegration approach,journal-article,2020-04-29,2020.0,Economic Change and Restructuring,1573-9414,False,False,Springer Science and Business Media LLC,Accès fermé,Closed,Accès fermé,
10.1051/0004-6361/201629930,Thévenin F.,Proxima’s orbit aroundα Centauri,journal-article,2017-01-30,2017.0,Astronomy & Astrophysics,0004-6361,False,False,EDP Sciences,Accès ouvert,Bronze,Editeur et archive ouverte,"www.aanda.org,arxiv.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1016/j.medleg.2018.08.003,Nogueira L.|Bernardi C.|Quatrehomme G.|Alunni V.,Les lésions osseuses par scies dans les démembrements : résultats préliminaires,journal-article,2018-12-01,2018.0,La Revue de Médecine Légale,1878-6529,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1038/s41598-017-09112-5,Portelli G.,Altitude control in honeybees: joint vision-based learning and guidance,journal-article,2017-08-23,2017.0,Scientific Reports,2045-2322,True,True,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur et archive ouverte,"www.nature.com,doi.org,europepmc.org,hal-amu.archives-ouvertes.fr,hal-amu.archives-ouvertes.fr,www.ncbi.nlm.nih.gov"
10.1016/j.quascirev.2019.106071,Migeon S.|Revel M.,Timing and stepwise transitions of the African Humid Period from geochemical proxies in the Nile deep-sea fan sediments,journal-article,2020-01-01,2020.0,Quaternary Science Reviews,0277-3791,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1109/TIP.2017.2676344,Richard C.,Band Selection for Nonlinear Unmixing of Hyperspectral Images as a Maximal Clique Problem,journal-article,2017-05-01,2017.0,IEEE Transactions on Image Processing,1057-7149,False,False,Institute of Electrical and Electronics Engineers (IEEE),Accès ouvert,Green,Archive ouverte,arxiv.org
10.1016/j.bspc.2019.02.003,Meste O.,Novel methods for high-resolution assessment of cardiac action potential repolarization,journal-article,2019-05-01,2019.0,Biomedical Signal Processing and Control,1746-8094,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,"europepmc.org,www.ncbi.nlm.nih.gov"
10.1109/SAS.2019.8705992,Miramond B.|Russo A.|Kromes R.|Verdier F.,Energy consumption minimization on LoRaWAN sensor network by using an Artificial Neural Network based application,proceedings-article,2019-03-01,2019.0,2019 IEEE Sensors Applications Symposium (SAS),,False,False,IEEE,Accès fermé,Closed,Accès fermé,
10.1371/journal.pone.0156953,Baudouy D.|Baudouy D.|Wagner N.|Wagner N.|Michiels J.F.|Wagner K.D.|Wagner K.D.|Polo B.|Rassoulzadegan M.|Cuzin F.,Dnmt2/Trdmt1 as Mediator of RNA Polymerase II Transcriptional Activity in Cardiac Growth,journal-article,2016-06-06,2016.0,PLOS ONE,1932-6203,True,True,Public Library of Science (PLoS),Accès ouvert,Gold,Editeur et archive ouverte,"journals.plos.org,doi.org,europepmc.org,www.ncbi.nlm.nih.gov,pdfs.semanticscholar.org"
10.1029/2019JE006019,Delbo M.|Alí-Lagoa V.,"Unraveling the mechanics of thermal stress weathering: rate‐effects, size‐effects, and scaling laws",journal-article,2019-12-01,2019.0,Journal of Geophysical Research: Planets,2169-9097,False,False,American Geophysical Union (AGU),Accès fermé,Closed,Accès fermé,
10.1002/iub.1975,Dani C.,A method for the gross analysis of global protein acylation by gas-liquid chromatography,journal-article,2018-11-30,2018.0,IUBMB Life,1521-6543,False,False,Wiley,Accès ouvert,Bronze,Editeur,iubmb.onlinelibrary.wiley.com
10.1161/ATVBAHA.118.311727,Harrison J.|Lareyre F.,Vascular Smooth Muscle Cell Plasticity and Autophagy in Dissecting Aortic Aneurysms,journal-article,2019-06-01,2019.0,"Arteriosclerosis, Thrombosis, and Vascular Biology",1079-5642,False,False,Ovid Technologies (Wolters Kluwer Health),Accès ouvert,Hybrid,Editeur et archive ouverte,"doi.org,www.ncbi.nlm.nih.gov,europepmc.org,www.repository.cam.ac.uk"
10.1007/978-981-10-1627-1_24,Ferrero F.|Lizzi L.|Allabouche K.|Ribero J.,Comparative Analysis of Different Excitation Techniques for Cylindrical Dielectric Resonator Antenna,book-chapter,2016-11-04,2016.0,Advances in Ubiquitous Networking 2,1876-1100,False,False,Springer Singapore,Accès ouvert,Hybrid,Editeur,doi.org
10.1103/PhysRevLett.121.244501,Vincenzi D.,Preferential Sampling of Elastic Chains in Turbulent Flows,journal-article,2018-12-11,2018.0,Physical Review Letters,0031-9007,False,False,American Physical Society (APS),Accès ouvert,Green,Archive ouverte,"arxiv.org,www.osti.gov"
10.1016/j.dam.2019.04.011,Bensmail J.,Decomposability of graphs into subgraphs fulfilling the 1–2–3 Conjecture,journal-article,2019-09-01,2019.0,Discrete Applied Mathematics,0166-218X,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,"arxiv.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1038/srep19510,Barland S.,Regenerative memory in time-delayed neuromorphic photonic resonators,journal-article,2016-01-19,2016.0,Scientific Reports,2045-2322,True,True,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur et archive ouverte,"www.nature.com,doi.org,europepmc.org,www.ncbi.nlm.nih.gov,sapientia.ualg.pt"
10.1007/s10915-017-0512-x,Krell S.,A Hybrid High-Order Method for the Steady Incompressible Navier–Stokes Problem,journal-article,2017-08-04,2017.0,Journal of Scientific Computing,0885-7474,False,False,Springer Science and Business Media LLC,Accès ouvert,Green,Archive ouverte,"arxiv.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.4337/9781785366642.00072,Pont Legrand M.D.,Albert Aftalion (1874–1956),other,,,Handbook on the History of Economic Analysis Volume I,,False,False,Edward Elgar Publishing,Accès fermé,Closed,Accès fermé,
10.1051/0004-6361/201936734,Chiavassa A.|Chiavassa A.,VLTI-PIONIER imaging of the red supergiant V602 Carinae,journal-article,2020-03-01,2020.0,Astronomy & Astrophysics,0004-6361,False,False,EDP Sciences,Accès ouvert,Green,Archive ouverte,arxiv.org
10.1016/j.enpol.2018.04.035,Crespi F.,The employment impact of private and public actions for energy efficiency: Evidence from European industries,journal-article,2018-08-01,2018.0,Energy Policy,0301-4215,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1117/12.2234280,Folcher J.P.|Sy A.|Perruchon-Monge U.|Carbillet M.,The software package CAOS 7.0: enhanced numerical modelling of astronomical adaptive optics systems,proceedings-article,2016-07-27,2016.0,Adaptive Optics Systems V,,False,False,SPIE,Accès fermé,Closed,Accès fermé,
10.21630/maa.2018.69.12,Vidal-Matutano P.,Anthracological data from Middle Palaeolithic contexts in Iberia: What do we know?,journal-article,2018-12-01,2018.0,Munibe Antropologia-Arkeologia,1132-2217,True,True,Sociedad de Ciencias Aranzadi,Accès ouvert,Gold,Editeur,doi.org
10.3390/cosmetics6010014,Plainfossé H.|Azoulay S.|Fernandez X.,Skin Retention of Sorbates for a Broad Photoprotection,journal-article,2019-02-27,2019.0,Cosmetics,2079-9284,True,True,MDPI AG,Accès ouvert,Gold,Editeur,"www.mdpi.com,doi.org"
10.1039/d0nj01857k,Ondet P.|Seijo L.|Olivero S.|Duñach E.,Heterogeneous catalysis for the tandem cyclisation of unsaturated alcohols,journal-article,2020-01-01,2020.0,New Journal of Chemistry,1144-0546,False,False,Royal Society of Chemistry (RSC),Accès fermé,Closed,Accès fermé,
10.1007/978-3-030-26980-7_52,Thanwerdas Y.|Pennec X.,Is Affine-Invariance Well Defined on SPD Matrices? A Principled Continuum of Metrics,book-chapter,2019-01-01,2019.0,Geometric Science of Information,0302-9743,False,False,Springer International Publishing,Accès ouvert,Green,Archive ouverte,"arxiv.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1007/s11704-018-7054-8,Mallet F.,A verification framework for spatio-temporal consistency language with CCSL as a specification language,journal-article,2018-11-13,2018.0,Frontiers of Computer Science,2095-2228,False,False,Springer Science and Business Media LLC,Accès fermé,Closed,Accès fermé,
10.1016/j.celrep.2016.11.012,Radwanska A.|Van Obberghen-Schilling E.,Tenascin-C Orchestrates Glioblastoma Angiogenesis by Modulation of Pro- and Anti-angiogenic Signaling,journal-article,2016-12-01,2016.0,Cell Reports,2211-1247,True,True,Elsevier BV,Accès ouvert,Gold,Editeur,"www.cell.com,doi.org"
10.1123/IJSPP.2015-0484,Morin J.B.,Validity of a Simple Method for Measuring Force-Velocity-Power Profile in Countermovement Jump,journal-article,2017-01-01,2017.0,International Journal of Sports Physiology and Performance,1555-0265,False,False,Human Kinetics,Accès ouvert,Green,Archive ouverte,pdfs.semanticscholar.org
10.1016/j.asr.2018.03.010,Boer M.,"The THESEUS space mission concept: science case, design and expected performances",journal-article,2018-07-01,2018.0,Advances in Space Research,0273-1177,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,"re.public.polimi.it,helda.helsinki.fi,arxiv.org,backend.orbit.dtu.dk,leicester.figshare.com,repository.ubn.ru.nl,orbi.uliege.be,www.osti.gov"
10.1002/1873-3468.12029,Chinetti-Gbaguidi G.,Transducin-like enhancer of split-1 is expressed and functional in human macrophages,journal-article,2015-12-30,2015.0,FEBS Letters,0014-5793,False,False,Wiley,Accès ouvert,Bronze,Editeur,febs.onlinelibrary.wiley.com
10.1051/0004-6361/201629629,Mikolaitis|De Laverny P.|Recio–Blanco A.|Hill V.,The AMBRE project: Iron-peak elements in the solar neighbourhood,journal-article,2017-03-22,2017.0,Astronomy & Astrophysics,0004-6361,False,False,EDP Sciences,Accès ouvert,Bronze,Editeur et archive ouverte,"www.aanda.org,arxiv.org"
10.1016/j.medmal.2020.04.018,Roger P.M.|Michelangeli C.,Antibiotic guidelines coupled with selective reporting of antibiograms,journal-article,2020-04-01,2020.0,Médecine et Maladies Infectieuses,0399-077X,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1097/ACI.0000000000000303,Munblit D.|Verhasselt V.,Allergy prevention by breastfeeding,journal-article,2016-10-01,2016.0,Current Opinion in Allergy and Clinical Immunology,1473-6322,False,False,Ovid Technologies (Wolters Kluwer Health),Accès fermé,Closed,Accès fermé,
10.1177/2396941520945519,Mathy F.|Broc L.|Arslan S.,Lower verbalizability of visual stimuli modulates differences in estimates of working memory capacity between children with and without developmental language disorders,journal-article,2020-01-01,2020.0,Autism & Developmental Language Impairments,2396-9415,True,True,SAGE Publications,Accès ouvert,Gold,Editeur et archive ouverte,"journals.sagepub.com,doi.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1080/13534645.2016.1201922,Espineira K.,Transgender and transsexual people’s sexuality in the media,journal-article,2016-07-02,2016.0,Parallax,1353-4645,False,False,Informa UK Limited,Accès fermé,Closed,Accès fermé,
10.1007/978-3-319-66158-2_45,Michel C.|Zitoun H.|Rueher M.,Search Strategies for Floating Point Constraint Systems,book-chapter,2017-01-01,2017.0,Principles and Practice of Constraint Programming,0302-9743,False,False,Springer International Publishing,Accès fermé,Closed,Accès fermé,
10.1364/OL.42.001468,Mazeas F.|Labonté L.|Tanzilli S.,Optical pump-rejection filter based on silicon sub-wavelength engineered photonic structures,journal-article,2017-04-04,2017.0,Optics Letters,0146-9592,False,False,The Optical Society,Accès ouvert,Green,Archive ouverte,"arxiv.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1038/s41598-017-01608-4,Lapraz F.,"The mitochondrial genomes of the acoelomorph worms Paratomella rubra, Isodiametra pulchra and Archaphanostoma ylvae ",journal-article,2017-05-12,2017.0,Scientific Reports,2045-2322,True,True,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur et archive ouverte,"doi.org,europepmc.org,discovery.ucl.ac.uk,www.ncbi.nlm.nih.gov,discovery.ucl.ac.uk"
10.1109/ICITST.2016.7856660,Lozi R.,Key requirements for the design of robust chaotic PRNG,proceedings-article,2016-12-01,2016.0,2016 11th International Conference for Internet Technology and Secured Transactions (ICITST),,False,False,IEEE,Accès fermé,Closed,Accès fermé,
10.1093/aob/mcaa082,Baldazzi V.,Model-assisted comparison of sugar accumulation patterns in ten fleshy fruits highlights differences between herbaceous and woody species,journal-article,2020-04-25,2020.0,Annals of Botany,0305-7364,False,False,Oxford University Press (OUP),Accès ouvert,Green,Archive ouverte,"hal.inrae.fr,hal.inrae.fr"
10.1016/j.pratan.2018.02.004,Ichai C.,Comment prendre en charge une dysnatrémie en neuroréanimation ?,journal-article,2018-04-01,2018.0,Le Praticien en Anesthésie Réanimation,1279-7960,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1186/s13613-017-0267-4,Quintard H.|Danin P.É.|Dellamonica J.|Ruimy R.|Ichai C.,Seawater drowning-associated pneumonia: a 10-year descriptive cohort in intensive care unit,journal-article,2017-04-26,2017.0,Annals of Intensive Care,2110-5820,True,True,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur et archive ouverte,"doi.org,europepmc.org,www.ncbi.nlm.nih.gov"
10.3847/1538-4357/833/1/93,Abe L.|Devogéle M.|Bendjoya P.|Vernet D.|Rivet J.,RETURN OF THE KING: TIME-SERIES PHOTOMETRY OF FO AQUARII’S INITIAL RECOVERY FROM ITS UNPRECEDENTED 2016 LOW STATE,journal-article,2016-12-09,2016.0,The Astrophysical Journal,0004-637X,False,False,American Astronomical Society,Accès ouvert,Green,Archive ouverte,arxiv.org
10.1029/2020JF005654,Migeon S.,Transient Groundwater Flow Through a Coastal Confined Aquifer and its Impact on Near‐Shore Submarine Slope Instability,journal-article,2020-08-28,2020.0,Journal of Geophysical Research: Earth Surface,2169-9003,False,False,American Geophysical Union (AGU),Accès fermé,Closed,Accès fermé,
10.3390/cells8121623,Wagner N.|Martin L.|Wagner K.D.|Du S.,Vascular PPARβ/δ Promotes Tumor Angiogenesis and Progression,journal-article,2019-12-12,2019.0,Cells,2073-4409,True,True,MDPI AG,Accès ouvert,Gold,Editeur et archive ouverte,"www.mdpi.com,doi.org,europepmc.org,www.ncbi.nlm.nih.gov"
10.1109/LRA.2020.3004793,Martinet P.,Integrating Features Acceleration in Visual Predictive Control,journal-article,2020-10-01,2020.0,IEEE Robotics and Automation Letters,2377-3766,False,False,Institute of Electrical and Electronics Engineers (IEEE),Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1038/s41408-017-0004-0,Cluzeau T., ASXL1 frameshift mutations drive inferior outcomes in CMML without negative impact in MDS,journal-article,2017-11-27,2017.0,Blood Cancer Journal,2044-5385,True,True,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur et archive ouverte,"www.nature.com,doi.org,europepmc.org,www.ncbi.nlm.nih.gov"
10.1007/s40692-020-00172-7,Romero M.|Basiri Esfahani S.|Cassone L.,Group processes and creative components in a problem-solving task with modular robotics,journal-article,2020-08-06,2020.0,Journal of Computers in Education,2197-9995,False,False,Springer Science and Business Media LLC,Accès ouvert,Hybrid,Editeur,"link.springer.com,doi.org"
10.1007/s00401-016-1577-6,Pardossi-Piquard R.|Checler F.|Bauer C.|Bourgeois A.|Pagnotta S.|Lauritzen I.,Intraneuronal aggregation of the β-CTF fragment of APP (C99) induces Aβ-independent lysosomal-autophagic pathology,journal-article,2016-04-30,2016.0,Acta Neuropathologica,0001-6322,False,False,Springer Science and Business Media LLC,Accès ouvert,Hybrid,Editeur et archive ouverte,"link.springer.com,europepmc.org,www.ncbi.nlm.nih.gov"
10.1051/parasite/2016031,Loubatier C.|Cannet A.|Delaunay P.|Marty P.,Molecular characterization ofWolbachiainfection in bed bugs (Cimex lectularius) collected from several localities in France,journal-article,2016-01-01,2016.0,Parasite,1252-607X,True,True,EDP Sciences,Accès ouvert,Gold,Editeur et archive ouverte,"www.parasite-journal.org,doi.org,europepmc.org,www.ncbi.nlm.nih.gov,pdfs.semanticscholar.org"
10.1051/0004-6361/201731569,Meilland A.|Millour F.|Chiavassa A.,Multi-epoch VLTI-PIONIER imaging of the supergiant V766 Cen,journal-article,2017-09-29,2017.0,Astronomy & Astrophysics,0004-6361,False,False,EDP Sciences,Accès ouvert,Bronze,Editeur et archive ouverte,"www.aanda.org,arxiv.org,www.aanda.org"
10.1364/PRJ.6.000B74,Michon A.,Toward mid-infrared nonlinear optics applications of silicon carbide microdisks engineered by lateral under-etching [Invited],journal-article,2018-04-19,2018.0,Photonics Research,2327-9125,False,False,The Optical Society,Accès ouvert,Green,Archive ouverte,pdfs.semanticscholar.org
10.1111/ddi.12491,Giakoumi S.,Space invaders; biological invasions in marine conservation planning,journal-article,2016-10-05,2016.0,Diversity and Distributions,1366-9516,False,False,Wiley,Accès ouvert,Green,Archive ouverte,"espace.library.uq.edu.au,archimer.ifremer.fr,archimer.ifremer.fr,archimer.ifremer.fr,archimer.ifremer.fr,archimer.ifremer.fr,digital.csic.es"
10.1103/PhysRevA.101.013617,Bachelard R.|Guerin W.|Weiss P.|Kaiser R.|Cipris A.,Collective excitation dynamics of a cold atom cloud,journal-article,2020-01-14,2020.0,Physical Review A,2469-9926,False,False,American Physical Society (APS),Accès ouvert,Green,Archive ouverte,arxiv.org
10.1039/c6md00439c,Ronco C.|Martin A.R.|Benhida R.|Demange L.,"ATM, ATR, CHK1, CHK2 and WEE1 inhibitors in cancer and cancer stem cells",journal-article,2017-01-01,2017.0,MedChemComm,2040-2503,False,False,Royal Society of Chemistry (RSC),Accès ouvert,Green,Archive ouverte,"europepmc.org,www.ncbi.nlm.nih.gov"
10.1038/leu.2015.304,Cluzeau T.,Impact of TP53 mutation variant allele frequency on phenotype and outcomes in myelodysplastic syndromes,journal-article,2015-10-30,2015.0,Leukemia,0887-6924,False,False,Springer Science and Business Media LLC,Accès fermé,Closed,Accès fermé,
10.1016/j.ijrobp.2015.10.061,Gerard J.P.,"Pathologic Response, When Increased by Longer Interval, Is a Marker but Not the Cause of Good Prognosis in Rectal Cancer: 17-year Follow-up of the Lyon R90-01 Randomized Trial",journal-article,2016-03-01,2016.0,International Journal of Radiation Oncology*Biology*Physics,0360-3016,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1126/science.aaw2906,Hugues M.,Quantum interface of an electron and a nuclear ensemble,journal-article,2019-02-21,2019.0,Science,0036-8075,False,False,American Association for the Advancement of Science (AAAS),Accès ouvert,Bronze,Editeur et archive ouverte,"science.sciencemag.org,arxiv.org,backend.orbit.dtu.dk,www.repository.cam.ac.uk"
10.1002/ctpp.201700142,Liu F.,Insights into type-I edge localized modes and edge localized mode control from JOREK non-linear magneto-hydrodynamic simulations,journal-article,2018-04-17,2018.0,Contributions to Plasma Physics,0863-1042,False,False,Wiley,Accès fermé,Closed,Accès fermé,
10.1080/10428194.2017.1339875,Mary D.|Imbert V.|Nebout M.|Peyron J.F.,Co-targeting intracellular pH and essential amino acid uptake cooperates to induce cell death of T-ALL/LL cells,journal-article,2017-06-22,2017.0,Leukemia & Lymphoma,1026-8022,False,False,Informa UK Limited,Accès fermé,Closed,Accès fermé,
10.1111/cgf.13372,Bousseau A.,Procedural Modeling of a Building from a Single Image,journal-article,2018-05-01,2018.0,Computer Graphics Forum,0167-7055,False,False,Wiley,Accès ouvert,Green,Archive ouverte,"hal.inria.fr,hal.inria.fr"
10.1515/aot-2016-0065,Bortolozzo U.|Residori S.,Adaptive holographic interferometer based on optically addressed spatial light modulator for high-sensitivity optical fiber sensing,journal-article,2017-01-01,2017.0,Advanced Optical Technologies,2192-8576,False,False,Walter de Gruyter GmbH,Accès fermé,Closed,Accès fermé,
10.1126/science.abc7239,Rosso D.E.|Orange F.,"Fire and grass-bedding construction 200 thousand years ago at Border Cave, South Africa",journal-article,2020-08-13,2020.0,Science,0036-8075,False,False,American Association for the Advancement of Science (AAAS),Accès ouvert,Green,Archive ouverte,hal.archives-ouvertes.fr
10.1080/14737159.2017.1398083,Hofman P.,PD-L1 immunohistochemistry for non-small cell lung carcinoma: which strategy should be adopted?,journal-article,2017-11-01,2017.0,Expert Review of Molecular Diagnostics,1473-7159,False,False,Informa UK Limited,Accès fermé,Closed,Accès fermé,
10.1186/s12918-016-0382-0,Mantegazza M.,Network topology of NaV1.7 mutations in sodium channel-related painful disorders,journal-article,2017-02-24,2017.0,BMC Systems Biology,1752-0509,True,False,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur et archive ouverte,"bmcsystbiol.biomedcentral.com,doi.org,europepmc.org,air.unimi.it,www.ncbi.nlm.nih.gov"
10.1007/s00264-018-4123-4,Boileau P.,Reverse shoulder arthroplasty for instability arthropathy,journal-article,2018-09-03,2018.0,International Orthopaedics,0341-2695,False,False,Springer Science and Business Media LLC,Accès fermé,Closed,Accès fermé,
10.4074/S0003503316000348,Radel R.,Processus automatiques et activités physiques bénéfiques pour la santé,journal-article,2016-06-01,2016.0,L’Année psychologique,0003-5033,False,False,CAIRN,Accès fermé,Closed,Accès fermé,
10.1016/j.marenvres.2016.07.007,Guidetti P.,Warming-related shifts in the distribution of two competing coastal wrasses,journal-article,2016-09-01,2016.0,Marine Environmental Research,0141-1136,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1016/j.npg.2016.01.001,Franco A.,Vous avez dit « Silver économie » ?,journal-article,2016-06-01,2016.0,NPG Neurologie - Psychiatrie - Gériatrie,2214-0913,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1007/978-3-030-02628-8_1,Robert P.,Alzheimer’s Disease Modelling and Staging Through Independent Gaussian Process Analysis of Spatio-Temporal Brain Changes,book-chapter,2018-01-01,2018.0,Lecture Notes in Computer Science,0302-9743,False,False,Springer International Publishing,Accès ouvert,Green,Archive ouverte,"arxiv.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1093/mnras/stw2134,Bernard E.J.,A synoptic map of halo substructures from the Pan-STARRS1 3π survey,journal-article,2016-08-24,2016.0,Monthly Notices of the Royal Astronomical Society,0035-8711,False,False,Oxford University Press (OUP),Accès ouvert,Green,Archive ouverte,"dro.dur.ac.uk,dro.dur.ac.uk,arxiv.org,ui.adsabs.harvard.edu,www.pure.ed.ac.uk,www.research.ed.ac.uk"
10.1186/s12885-019-5282-4,Habel N.,CYR61 triggers osteosarcoma metastatic spreading via an IGF1Rβ-dependent EMT-like process,journal-article,2019-01-14,2019.0,BMC Cancer,1471-2407,True,True,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur et archive ouverte,"doi.org,europepmc.org,www.hal.inserm.fr,www.hal.inserm.fr,www.ncbi.nlm.nih.gov"
10.1002/joec.12075,Priolo D.,"Relationship Between Perceived Organizational Support, Proactive Personality, and Perceived Employability in Workers Over 50",journal-article,2018-06-01,2018.0,Journal of Employment Counseling,0022-0787,False,False,Wiley,Accès fermé,Closed,Accès fermé,
10.1016/j.erap.2020.100550,Albouza Y.,"Personal values and unsanctioned aggression inherent in contact sports: The role of self-regulatory mechanisms, aggressiveness, and demographic variables",journal-article,2020-07-01,2020.0,European Review of Applied Psychology,1162-9088,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1142/S1793351X19400221,Miramond B.|Auguin M.,Learning-Based Adaptive Management of QoS and Energy for Mobile Robotic Missions,journal-article,2019-12-01,2019.0,International Journal of Semantic Computing,1793-7108,False,False,World Scientific Pub Co Pte Lt,Accès fermé,Closed,Accès fermé,
10.1080/2162402X.2015.1060392,Ricci J.E.|Zunino B.,Hyperthermic intra-peritoneal chemotherapy and anticancer immune response,journal-article,2015-07-15,2015.0,OncoImmunology,2162-4011,False,False,Informa UK Limited,Accès ouvert,Bronze,Editeur et archive ouverte,"www.tandfonline.com,europepmc.org,www.ncbi.nlm.nih.gov"
10.1016/j.ecss.2019.05.014,Praeg D.,"Geophysical and geochemical analysis of shallow gas and an associated pockmark field in Bantry Bay, Co. Cork, Ireland",journal-article,2019-09-01,2019.0,"Estuarine, Coastal and Shelf Science",0272-7714,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,discovery.ucl.ac.uk"
10.1002/9781119116288.ch9,Laure P.,Multiphysics for Simulation of Forming Processes,book-chapter,2016-03-11,2016.0,Heat Transfer in Polymer Composite Materials,,False,False,"John Wiley & Sons, Inc.",Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1109/ACCESS.2020.2983652,Altman E.,Beyond Herd Immunity Against Strategic Attackers,journal-article,2020-01-01,2020.0,IEEE Access,2169-3536,True,True,Institute of Electrical and Electronics Engineers (IEEE),Accès ouvert,Gold,Editeur,"ieeexplore.ieee.org,doi.org"
10.1093/cid/ciw379,Rosenthal E.,All-oral Direct-acting Antiviral Regimens in HIV/Hepatitis C Virus–coinfected Patients With Cirrhosis Are Efficient and Safe: Real-life Results From the Prospective ANRS CO13–HEPAVIH Cohort,journal-article,2016-06-17,2016.0,Clinical Infectious Diseases,1058-4838,False,False,Oxford University Press (OUP),Accès ouvert,Bronze,Editeur,academic.oup.com
10.1364/OL.41.003010,Tredicce J.R.,Extreme events and crises observed in an all-solid-state laser with modulation of losses,journal-article,2016-06-24,2016.0,Optics Letters,0146-9592,False,False,The Optical Society,Accès ouvert,Hybrid,Editeur,doi.org
10.1007/978-3-030-56700-2_6,Patras F.,Numbers and Magnitudes,book-chapter,2020-01-01,2020.0,The Essence of Numbers,0075-8434,False,False,Springer International Publishing,Accès fermé,Closed,Accès fermé,
10.1186/s40478-019-0807-2,Chabry J.,Plasminogen Activator Inhibitor-1 (PAI-1) deficiency predisposes to depression and resistance to treatments,journal-article,2019-10-14,2019.0,Acta Neuropathologica Communications,2051-5960,True,True,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur et archive ouverte,"actaneurocomms.biomedcentral.com,doi.org,europepmc.org,www.hal.inserm.fr,www.ncbi.nlm.nih.gov"
10.3928/01477447-20160111-01,Boileau P.,Challenges in Reverse Shoulder Arthroplasty: Addressing Glenoid Bone Loss,journal-article,2016-01-01,2016.0,Orthopedics,0147-7447,False,False,"SLACK, Inc.",Accès ouvert,Green,Archive ouverte,pdfs.semanticscholar.org
10.1093/mnras/stx2039,Guillot T.|Morel P.,A semi-empirical model for magnetic braking of solar-type stars,journal-article,2017-08-14,2017.0,Monthly Notices of the Royal Astronomical Society,0035-8711,False,False,Oxford University Press (OUP),Accès ouvert,Green,Archive ouverte,arxiv.org
10.1016/j.sna.2016.10.020,Jacquemod C.|Nguyen K.T.|Sevin K.|Lorenzini P.|Dekneuvel E.|Jacquemod G.,Low cost wireless current sensor for NIALM application,journal-article,2016-12-01,2016.0,Sensors and Actuators A: Physical,0924-4247,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
